timestamp,symbol,trade_type,trade_size,trade_price
1736379825.829996,AAPL,BUY,2,93.38547319781401
1736379825.830009,AAPL,BUY,3,93.58840608817205
1736379825.830018,AAPL,BUY,1,96.50960665923503
1736379825.8300219,AAPL,BUY,1,98.60870291020026
1736379826.160384,AAPL,BUY,5,98.60870291020026
1736379826.160407,AAPL,BUY,4,100.16644473406454
1736379826.5084102,AAPL,SELL,3,98.11713555645002
1736379827.547667,AAPL,SELL,3,98.11713555645002
1736379827.584795,AAPL,BID_CROSS,4,100.16644473406454
1736379827.5848022,AAPL,BID_CROSS,1,100.37661944819304
1736379827.622189,AAPL,BUY,8,100.37661944819304
1736379827.728034,AAPL,BID_CROSS,2,100.52548759738255
1736379828.288657,AAPL,SELL,6,97.41326990030275
1736379828.371548,AAPL,BID_CROSS,5,100.52548759738255
1736379828.3715599,AAPL,BID_CROSS,3,102.47792150975758
1736379829.651928,AAPL,BUY,1,99.38707330290917
1736379829.790399,AAPL,BUY,1,102.47792150975758
1736379829.7904131,AAPL,BUY,5,104.1498736120863
1736379829.8665442,AAPL,BID_CROSS,2,97.47375455887229
1736379830.460779,AAPL,BID_CROSS,2,97.47375455887229
1736379830.460792,AAPL,BID_CROSS,2,102.40089199780057
1736379831.1409228,AAPL,BUY,1,104.1498736120863
1736379831.140936,AAPL,BUY,3,104.218169446012
1736379831.240675,AAPL,BID_CROSS,3,102.71047312163186
1736379831.380882,AAPL,SELL,5,102.61494653293813
1736379831.534467,AAPL,SELL,1,102.61494653293813
1736379831.534482,AAPL,SELL,5,102.45682926973406
1736379831.53449,AAPL,SELL,2,99.71980981390189
1736379831.643887,AAPL,BUY,2,102.71047312163186
1736379831.643897,AAPL,BUY,1,107.31797455522262
1736379832.066781,AAPL,SELL,2,99.71980981390189
1736379832.091179,AAPL,SELL,5,99.71980981390189
1736379833.34506,AAPL,SELL,5,97.22977472957116
1736379833.467221,AAPL,BUY,2,101.3861253049551
1736379835.029771,AAPL,SELL,2,97.238226059989
1736379835.2111208,AAPL,SELL,3,97.238226059989
1736379835.932668,AAPL,BUY,5,100.02968143797808
1736379838.476553,AAPL,SELL,3,96.04855675374951
1736379838.785747,AAPL,BUY,8,98.33985587563132
1736379838.834833,AAPL,BID_CROSS,2,98.33985587563132
1736379839.0227141,AAPL,BID_CROSS,4,99.46643645301533
1736379839.022727,AAPL,BID_CROSS,1,100.02968143797808
1736379839.199988,AAPL,BID_CROSS,1,100.02968143797808
1736379839.322481,AAPL,SELL,4,98.98495344029202
1736379839.839041,AAPL,BID_CROSS,6,101.3861253049551
1736379840.038878,AAPL,BID_CROSS,4,100.10456053185965
1736379840.038891,AAPL,BID_CROSS,6,100.10456053185965
1736379840.046342,AAPL,SELL,3,100.35436371539186
1736379840.0463538,AAPL,SELL,3,98.98495344029202
1736379840.046357,AAPL,SELL,2,96.04855675374951
1736379841.047626,AAPL,SELL,5,99.61744334410497
1736379841.0476391,AAPL,SELL,4,99.20773790508358
